English	German	connecting
evisceration		
exacta		
excerpt		
exchequer		
excommunicate		
exculpatory		
exigent		
existentialist		
exoneration		
expandable		
exploitable		
exploitive		
expound		
expresso		
expunge		
extractor		
extrication		
extrovert		
faceplate		
faecal		
fandango		
fant		
fascia		
fatback		
fath		
favouritism		
feasibility		
fedayeen		
feedlot		
ferrier		
fet		
fettucine		
fettucini		
fiercer		
figura		
filigree		
filioque		
finalise		
fitty		
flameout		
flanker		
flatcar		
flatfish		
flexor		
floatation		
floodlight		
florescent		
flouncy		
flunkey		
fluorine		
flyaway		
folie		
folktale		
footer		
foothill		
footrest		
foramen		
forehand		
forepaw		
formic		
formulaic		
fortification		
fortran		
fouler		
fourier		
fraiser		
frappe		
frase		
freebase		
freeborn		
freewill		
friable		
fumigation		
fungible		
funnyman		
funt		
furrow		
fussbudget		
gabfest		
galatea		
galvanic		
gamgee		
gangbang		
gastrectomy		
gastroesophageal		
gastroplasty		
gelatine		
gelignite		
genuflect		
geographer		
germanic		
germfree		
ghee		
ghi		
giblet		
gilder		
gim		
gimble		
gink		
glace		
glamor		
glissando		
glitzy		
globulin		
glom		
glutamate		
glycol		
glyph		
gnash		
goaltender		
gobelin		
goer		
goff		
gonne		
goofer		
goopy		
gor		
gorgon		
gorse		
governance		
governorship		
grannie		
graphology		
grassland		
grayish		
greedier		
grete		
grist		
grotty		
grubber		
guernsey		
gugu		
gunnel		
gunnysack		
gusty		
hackman		
hak		
halfa		
handmaid		
handpick		
handsaw		
handymen		
hangdog		
harmonize		
harsher		
heatwave		
hedonism		
hedonistic		
hellebore		
helpmate		
heme		
hepcat		
herschel		
hertfordshire		
hexagonal		
hierarchical		
highborn		
hightop		
hindustani		
hirsute		
histology		
hitcher		
hobgoblin		
holdover		
homburg		
homebrew		
hookey		
hoosier		
hor		
horticulturist		
hosea		
hosen		
hosiery		
hotplate		
housebroke		
housemother		
hp		
hsien		
hundredfold		
huppah		
hwan		
hydrocyanic		
hydroelectric		
hydrofluoric		
hymnal		
hyperactivity		
hypochlorite		
hypothalamic		
imbue		
immigrate		
impala		
impermeable		
impish		
inaugurate		
inbox		
incept		
incineration		
incubate		
indecipherable		
indefinable		
indictable		
ineptitude		
infantryman		
infrequent		
inhere		
inmost		
inshore		
instigation		
instyle		
insufficiency		
intemperate		
interdiction		
intermingle		
invincibility		
invitational		
iraqi		
irk		
ischemia		
iso		
ita		
itemize		
itll		
jann		
jaywalk		
jemmy		
jinny		
jism		
jostle		
jubilation		
junkman		
jut		
kaf		
kahala		
kanji		
karn		
keb		
kella		
kenscoff		
kha		
kickball		
kilometre		
kissable		
kith		
klutzy		
knackwurst		
knothead		
kreplach		
kudzu		
kundalini		
kyrie		
lactic		
lampoon		
landlubber		
laotian		
lave		
laxity		
leaden		
leadoff		
leaner		
lecher		
legitimize		
legroom		
leva		
leveller		
liberalism		
licker		
ligation		
limeade		
lingonberry		
litre		
livest		
loath		
lodgepole		
loll		
longshot		
longyi		
lovebird		
lubber		
lucent		
luddite		
luminal		
luminary		
lusk		
lyam		
lyceum		
lynchpin		
maam		
macaroon		
machree		
macular		
maddest		
maelstrom		
magnetometer		
maharishi		
mailbag		
maintainer		
maintenon		
malkin		
malleable		
mang		
manhandle		
manky		
mantilla		
mantrap		
marshland		
masai		
masonry		
masseter		
mastoid		
maven		
mayst		
measle		
mediaeval		
medialization		
mediocracy		
meerschaum		
megalomania		
melancholic		
melange		
mele		
memoranda		
merkin		
merpeople		
mesomorphic		
methylene		
metropole		
micronesia		
microscopy		
microsecond		
midden		
midi		
milder		
militarism		
milliner		
milquetoast		
minestrone		
miniaturize		
minibike		
ministerial		
minoan		
minutia		
misanthrope		
misanthropic		
misbegotten		
misbehavior		
miscarry		
misconstrue		
misdeal		
misogyny		
misperception		
misrepresent		
mocker		
modernization		
modulate		
moff		
moisturize		
mola		
monorail		
monosyllabic		
monotone		
morbidity		
moslem		
mothball		
mothership		
mouthy		
moy		
muggy		
multidimensional		
mumm		
mummification		
mungo		
murk		
muscleman		
mylar		
naivete		
nar		
nascent		
nast		
natal		
naugahyde		
nebbish		
nebulizer		
negation		
nehru		
neocortex		
neonate		
nepenthe		
nephrology		
neurasthenia		
neurochemistry		
neurotoxin		
neurovascular		
neutralization		
newish		
nib		
nibbler		
nickle		
nitpick		
noa		
nock		
nol		
nolo		
nonconformist		
nondairy		
nonmilitary		
nonspecific		
nontoxic		
norepinephrine		
np		
nuchal		
nucleic		
nudibranch		
numerator		
oaky		
obelisk		
obfuscate		
observational		
obstinacy		
oclock		
octogenarian		
ontology		
ophthalmology		
oppidan		
optimize		
opulence		
orang		
ordination		
organdy		
oriole		
orlon		
oscillation		
oubliette		
ouf		
outfielder		
outfought		
outmode		
outrace		
outshine		
overage		
overcompensate		
overconfidence		
overdraft		
overeat		
overuse		
overwrite		
overwritten		
ovulate		
owt		
pacquet		
paddywhack		
paginate		
paintbox		
palimony		
palma		
palmistry		
palter		
pancreatectomy		
pandemic		
papist		
parada		
parity		
parkland		
parsonage		
particulate		
pash		
pashmina		
patchwork		
patrician		
pattie		
pdl		
peasantry		
pease		
peccadillo		
peculiarity		
pedagogue		
pedant		
pedophilia		
peen		
penistone		
pense		
perdix		
perfidy		
permissive		
perusal		
pesach		
petrochemical		
petulance		
phaedra		
pharmacology		
phenol		
pheochromocytoma		
philosophize		
phoenicia		
photojournalist		
photophobia		
physiologist		
pianola		
piddle		
piecework		
pierrot		
pillory		
pipkin		
pistil		
pitchman		
pitocin		
placeholder		
plainer		
planer		
plantagenet		
plash		
platelet		
playland		
plenary		
pleura		
pleurisy		
plod		
pointillism		
poky		
polisher		
politicize		
polysyllabic		
poncey		
pone		
popsy		
porcine		
portraiture		
poseur		
postmen		
powdery		
preceptor		
predictability		
preemption		
preflight		
prelaw		
presentiment		
presuppose		
pretoria		
prideful		
priggish		
privation		
professorial		
professorship		
profusion		
progeria		
prosecutrix		
proximate		
prurient		
pshaw		
psychoanalyze		
psychokinetic		
puka		
punter		
pupillary		
purchaser		
pureblood		
pushier		
pyramidal		
pyrrhic		
qe		
quacky		
quadratic		
quatorze		
quicklime		
quippy		
quod		
quotable		
rab		
raison		
rale		
rame		
ramjet		
rammer		
rapidity		
rapprochement		
rasp		
ratification		
ravin		
raya		
razorback		
rearguard		
rearmament		
reaver		
reboard		
receivership		
reciprocation		
reconfiguration		
reconfirm		
recoverable		
recuperative		
recyclable		
redcap		
rededication		
redeemable		
redeployment		
redrew		
reevaluation		
referendum		
regenerative		
regimentation		
reiter		
relational		
relevancy		
remittance		
renwick		
repudiation		
resettlement		
retaken		
retardant		
reticular		
retool		
retrain		
retread		
retry		
returnable		
ridgepole		
rima		
ringworm		
ripoff		
rollout		
romney		
rosebush		
rosette		
roundy		
ruminate		
sadomasochist		
sailmaker		
salish		
salivary		
saltier		
salver		
sanctify		
sardonic		
sare		
satirist		
satsuma		
scaphoid		
scattergun		
scepticism		
schadenfreude		
scheherazade		
schick		
schnitz		
scotsmen		
scraper		
scrum		
scruple		
secretariat		
seethe		
seismologist		
sel		
semipro		
sena		
senhorita		
separator		
sept		
sepulcher		
sequitur		
serape		
severest		
sharecropper		
shavetail		
sheathe		
sheepish		
shellac		
shopgirl		
shoveller		
shrieker		
sibilance		
sidesaddle		
sifter		
signatory		
signer		
silesia		
silkwood		
simkin		
sina		
sippy		
sirocco		
situate		
siwash		
skeeball		
skein		
skinful		
skullcap		
skullduggery		
skyman		
slacken		
slaphappy		
slapper		
slavish		
sleaziest		
slobbery		
sloppiest		
slt		
sml		
snippet		
snivel		
socialise		
solenoid		
sontag		
sooty		
sord		
sorrento		
sourball		
southwester		
souvlaki		
sower		
spacemen		
spacer		
spader		
sparerib		
specificity		
speculator		
spelman		
spermatozoa		
spick		
spiderweb		
spina		
spire		
spookier		
springy		
sprinter		
stabiliser		
stagnation		
stalinist		
stanhope		
stellate		
stereophonic		
stimulator		
stonemason		
strack		
strafe		
strelitz		
strewth		
stria		
stricter		
stripey		
strongman		
subito		
sublimate		
subroutine		
subsidy		
substantiation		
sud		
sufferance		
suffrage		
suitability		
sulfuryl		
sulla		
sunbath		
sunburnt		
sunray		
supe		
supercool		
superhighway		
superlative		
supersecret		
supersize		
surcease		
surmount		
surrogacy		
survivalist		
susceptibility		
susu		
sutor		
svelte		
swankiest		
swash		
sylvan		
symmetric		
syphilitic		
tabbouleh		
tabletop		
taenia		
tallow		
tanager		
tarpaulin		
tarty		
tastier		
tearjerker		
teeter		
tefillin		
telegraphy		
tempeh		
terracotta		
terrine		
terrycloth		
teste		
theophylline		
therefor		
thicken		
threefold		
thro		
throughput		
throughway		
timbo		
timpani		
tinplate		
titch		
tobacconist		
toilette		
toothy		
topflight		
toru		
tossup		
tradesmen		
transcendence		
transparency		
transpire		
transposition		
trawl		
trembler		
trencher		
tricker		
tricon		
triviality		
truckster		
truelove		
trustful		
tun		
tup		
turnkey		
turtleback		
twant		
twee		
twitcher		
ubangi		
ulster		
unalterable		
unanswerable		
uncharacteristic		
uncommunicative		
underdone		
understate		
unease		
unfavourable		
unfix		
unguent		
unhurt		
unionize		
unlovable		
unmake		
unmerciful		
unnamable		
unread		
unreality		
unsinkable		
unsolvable		
unspoilt		
untruth		
untruthful		
uppermost		
upstair		
urethane		
uric		
usury		
utrecht		
valerian		
vanir		
vaporizer		
vasovagal		
vaudevillian		
vell		
vermicelli		
vesper		
viatical		
vietminh		
vire		
viscount		
vouchsafe		
wailer		
wakeup		
walkup		
warplane		
washtub		
watercolor		
waterspout		
wayfarer		
weal		
webcast		
weensy		
wesleyan		
westy		
wetland		
whalebone		
whan		
whang		
wheedle		
whippet		
whir		
whitter		
whizzer		
whomsoever		
whorish		
winder		
windward		
wingtip		
wiseacre		
wispy		
wite		
wittiest		
workhorse		
worksheet		
worldview		
worrywart		
worshipful		
worthier		
wouldnt		
wrack		
wrathful		
wt		
wyle		
xx		
yappy		
yarborough		
yardmaster		
yellowtail		
yoni		
yoruba		
yoy		
zapper		
zax		
zealotry		
zep		
zygomatic		
aba		
aborigine		
abortionist		
absolver		
accra		
accrue		
acerbic		
acetylsalicylic		
acidotic		
aconitum		
acquaintanceship		
activator		
adaptor		
addio		
adipose		
adjudicator		
adjustor		
admissibility		
admonish		
adornment		
afebrile		
affa		
affability		
affective		
afflict		
aflutter		
aforesaid		
agal		
ageist		
aguardiente		
ahu		
aikido		
airboat		
ait		
akimbo		
ala		
alban		
albumin		
alimentary		
allene		
aller		
alumnae		
alveolar		
alveoli		
amal		
amortize		
anaerobic		
analyser		
analytic		
anatomic		
anchormen		
angstrom		
anhedonic		
antechamber		
antediluvian		
anterograde		
antic		
anticlimax		
antigovernment		
antipathy		
aphid		
apl		
apogee		
appointee		
approachable		
aquarian		
arbitrator		
arcana		
archivist		
ardour		
arista		
aristotelian		
armload		
arriere		
arx		
askance		
asphodel		
assegai		
assent		
atabrine		
atchison		
atomizer		
atresia		
atria		
attractor		
attribution		
augh		
augury		
aural		
autobahn		
autoclave		
autocratic		
automate		
avant		
avaunt		
avenida		
aver		
avian		
avion		
awa		
aweary		
aweek		
awikiwiki		
awk		
bab		
backbeat		
backlit		
backslash		
badan		
bahamian		
bakula		
ballsiest		
banbury		
bande		
bandicoot		
bantam		
baobab		
baraka		
bari		
barista		
barrelhouse		
bartend		
batel		
batt		
battlefront		
battler		
beamish		
bearpaw		
bedivere		
bedsore		
beetroot		
befell		
bego		
begonia		
believability		
bellicose		
bendel		
benvenuto		
berryman		
bethink		
betoken		
bevel		
bevil		
bewilderment		
bezoar		
bg		
biffy		
bilgewater		
billionth		
biogenetic		
biomedical		
bipartisan		
bitchier		
bitterest		
blackhead		
blackwood		
blenheim		
blindside		
blintz		
blondish		
bloodier		
blowpipe		
bluefin		
bluey		
bobble		
boden		
bodysurf		
bogo		
bollock		
boma		
bonderman		
bondoc		
boolean		
boombox		
bootblack		
bordelaise		
borrower		
borsch		
botanic		
bowe		
boxful		
brackish		
brae		
brahmin		
brattle		
breadline		
bridgewater		
britannic		
briton		
brookie		
brushoff		
brusque		
brutalize		
bubo		
bucketful		
bullshot		
burgher		
burk		
burster		
busywork		
caballo		
cabriolet		
cabrito		
cabstand		
cacti		
cadaveric		
calcite		
caldron		
californium		
callate		
caloric		
calvarium		
canner		
cantare		
cantata		
capful		
capitalise		
capitano		
capon		
carbohydrate		
cardholder		
careen		
carer		
carrell		
carryall		
cashbox		
cassoulet		
castellano		
caster		
castrati		
cataleptic		
catbird		
catlin		
catnapper		
caucho		
causative		
causer		
cavalcade		
cavaliere		
celt		
cenozoic		
cerebellar		
cesium		
challa		
chammy		
chancery		
chantey		
chappe		
characterise		
chastisement		
cheerier		
chewable		
chewer		
chiffonade		
chih		
chine		
chloric		
choc		
cholinesterase		
chophouse		
chromatograph		
chromatography		
chubb		
churro		
cid		
circe		
circumcise		
cisterna		
clacker		
clapperboard		
clinger		
clio		
clo		
clop		
coatrack		
cobol		
cockeye		
cockle		
codswallop		
cofounder		
coit		
coker		
colicky		
collet		
colorable		
combe		
commercialization		
communistic		
companionable		
companionway		
compatriot		
compere		
computation		
comsat		
conciliation		
concussive		
conelrad		
congee		
conine		
conman		
conniver		
connubial		
containable		
contortion		
convalescence		
convection		
conventionality		
conviviality		
coppin		
copra		
copybook		
coriander		
cosmological		
cotta		
countermove		
counterstrike		
coupler		
coverup		
cowlick		
coxcomb		
cpt		
craner		
crappiest		
crappin		
cree		
creel		
creem		
crinoline		
crosscheck		
croton		
crozier		
cruder		
crudity		
cruellest		
cruncher		
cruzeiro		
crypto		
crystallize		
cul		
cull		
cuppy		
cursive		
cuspidor		
customize		
cutaway		
cutup		
cyc		
cyclotron		
cytoplasm		
dacha		
daguerreotype		
daimon		
danceable		
dandler		
darb		
daub		
daydreamer		
deadlock		
decelerate		
decimation		
declaratory		
defiler		
defray		
defroster		
deliverer		
delouse		
demagnetize		
demitasse		
demurrer		
dene		
dengue		
denote		
dependability		
deprogram		
desensitize		
destabilise		
devant		
dextroamphetamine		
diabolic		
dialectical		
diaphragmatic		
diarist		
dibble		
dickensian		
dido		
diel		
differentiation		
digestible		
digitization		
digitize		
dilatation		
dinkey		
dint		
diphthong		
dipsomaniac		
dir		
disabuse		
disavow		
disbar		
disbeliever		
disbursement		
disclaimer		
disconnection		
discordance		
discouragement		
disenchantment		
disfigure		
disharmony		
disinfection		
disorient		
disposer		
disquiet		
disseminate		
dissolute		
distention		
dither		
divergent		
divest		
diviner		
divisible		
divorcement		
dockside		
dockyard		
doctrinal		
doest		
dogfish		
doggerel		
dogie		
dol		
dollie		
donar		
doorjamb		
dopehead		
dormer		
dosh		
doublet		
dourine		
dovetail		
dovey		
downshift		
downturn		
draggy		
dramatise		
dramatization		
drawl		
dreg		
drinkable		
dromedary		
drosophila		
druggy		
ducat		
duchesse		
ductwork		
dulce		
dunghill		
dustman		
dynamiter		
dyspeptic		
eavesdropper		
ecole		
editorialize		
edwardian		
effluent		
egalitarian		
eisenberg		
eke		
elaboration		
electrocardiogram		
electroconvulsive		
elephantine		
elysium		
embalm		
emblematic		
embolectomy		
embolize		
emotionalism		
emphasise		
endocrinology		
endoscope		
endoscopic		
endotracheal		
endymion		
enfleurage		
engelmann		
engram		
ennoble		
enthronement		
enticement		
entomological		
entr		
envelop		
epicentre		
equaliser		
erotomania		
erythema		
ethmoid		
etiology		
eulogize		
eurydice		
euthanasy		
evangelion		
evangelism		
evensong		
evert		
evocation		
excavator		
expander		
expectorant		
expend		
expiry		
exponent		
exporter		
expressionist		
expressionistic		
extrapolation		
eyre		
fado		
fairwater		
fakir		
falconer		
fana		
fastback		
fatalism		
fatalistic		
feltman		
fem		
feria		
fescue		
fetishist		
fetlock		
fibrinogen		
fidget		
figurative		
filmstrip		
filmy		
fingerboard		
firebomb		
fireworm		
fishbone		
fisty		
flashpoint		
flav		
fleer		
flibbertigibbet		
flitty		
flix		
flogger		
flooey		
florid		
fluidity		
flyover		
flyspeck		
folate		
folderol		
foldout		
folio		
foolery		
footbath		
footman		
footpad		
foredeck		
forerunner		
foretop		
forewoman		
forfend		
formulae		
forswear		
forsworn		
forwork		
foulard		
fount		
foursquare		
foxglove		
frangible		
fraternise		
freedmen		
freehand		
freest		
frig		
froufrou		
fruiter		
fuder		
fulsome		
functionality		
fw		
gainer		
galea		
galena		
galilei		
galvanize		
gamesmanship		
ganglion		
garbanzo		
garrotte		
gashouse		
gastroenterologist		
gein		
genealogist		
generality		
generalize		
generational		
geordie		
germanium		
gherkin		
giggler		
gild		
gimmicky		
godparent		
goldwater		
gonorrhoea		
gorry		
gossipy		
gowdy		
graine		
grandee		
grav		
greasier		
grooviest		
groundswell		
groundwater		
growse		
guesstimate		
guestroom		
gul		
gullibility		
gyrate		
hae		
hafiz		
hakeem		
hala		
halfwit		
hamstrung		
hamzah		
handcart		
handover		
handwoven		
harangue		
hardback		
harrumph		
hasidim		
hatchway		
haunch		
havel		
headcount		
heartiest		
hegemony		
hellion		
hematology		
hemophage		
herniation		
herringbone		
hexagon		
hezekiah		
hf		
hierarch		
highboy		
hinch		
hobbyist		
hobnail		
hockshop		
hoghead		
hoho		
hokum		
holstein		
hominid		
homonym		
hongkong		
honorarium		
hornpipe		
horselaugh		
hotcha		
housemaster		
housemate		
housesit		
howler		
huger		
humanist		
huntsman		
hurlock		
huron		
hydrophobia		
hypersexuality		
